"measuredItemCPC","description","feedClassification"
"3336","Gas oils","not for feed"
"3337","Fuel oils n.e.","not for feed"
"3338","Lubricating petroleum oils and oils obtained from bituminous minerals, other heavy petroleum oils and heavy oils obtained from bituminous minerals (other than crude), and heavy preparations n.e. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations","not for feed"
"33310","Motor spirit (gasolene), including aviation spirit","not for feed"
"33320","Spirit type (gasolene type) jet fuel","not for feed"
"33330","Other light petroleum oils and light oils obtained from bituminous minerals (other than crude); light preparations n.e. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations","not for feed"
"33341","Kerosene","not for feed"
"33342","Kerosene type jet fuel","not for feed"
"33350","Other medium petroleum oils and medium oils obtained from bituminous minerals (not kerosene), other than crude; medium preparations n.e. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations","not for feed"
"33360","Gas oils","not for feed"
"33370","Fuel oils n.e.","not for feed"
"33380","Lubricating petroleum oils and oils obtained from bituminous minerals, other heavy petroleum oils and heavy oils obtained from bituminous minerals (other than crude), and heavy preparations n.e. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations","not for feed"
"3341","Propane and butanes, liquefied","not for feed"
"3342","Ethylene, propylene, butylene, butadiene and other petroleum gases or gaseous hydrocarbons, except natural gas","not for feed"
"33410","Propane and butanes, liquefied","not for feed"
"33420","Ethylene, propylene, butylene, butadiene and other petroleum gases or gaseous hydrocarbons, except natural gas","not for feed"
"33421","Ethylene, propylene, butylene, butadiene","not for feed"
"33429","Other petroleum gases or gaseous hydrocarbons, except natural gas","not for feed"
"3350","Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products; petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous materials","not for feed"
"33500","Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products; petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous materials","not for feed"
"3361","Natural uranium and its compounds; alloys, dispersions, ceramic products and mixtures containing natural uranium and its compounds","not for feed"
"3362","Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products","not for feed"
"3363","Uranium depleted in U235 and its compounds; thorium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium depleted in U235, thorium or compounds of these products","not for feed"
"3369","Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues","not for feed"
"33610","Natural uranium and its compounds; alloys, dispersions, ceramic products and mixtures containing natural uranium and its compounds","not for feed"
"33620","Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products","not for feed"
"33630","Uranium depleted in U235 and its compounds; thorium and its compounds; alloys, dispersions, ceramic products and mixtures containing uranium depleted in U235, thorium or compounds of these products","not for feed"
"33690","Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues","not for feed"
"3371","Fuel elements (cartridges), non-irradiated, for nuclear reactors","not for feed"
"3372","Spent (irradiated) fuel elements (cartridges) of nuclear reactors","not for feed"
"33710","Fuel elements (cartridges), non-irradiated, for nuclear reactors","not for feed"
"33720","Spent (irradiated) fuel elements (cartridges) of nuclear reactors","not for feed"
"341","Basic organic chemicals","not for feed"
"342","Basic inorganic chemicals n.e.","not for feed"
"343","Tanning or dyeing extracts; tannins and their derivatives; colouring matter n.e.","not for feed"
"344","Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of coniferous woods; crude dipentene; crude para-cymene; pine oil; rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; rum gums; wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch","not for feed"
"345","Miscellaneous basic chemical products","not for feed"
"346","Fertilizers and pesticides","not for feed"
"347","Plastics in primary forms","not for feed"
"348","Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip","not for feed"
"3411","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","not for feed"
"3412","Industrial monocarboxylic fatty acids; acid oils from refining/n","not for feed"
"3413","Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols","not for feed"
"3414","Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, nitrated or nitrosated derivatives, except salicylic acid and its salts and esters and their salts","not for feed"
"3415","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and glutamic acid and its salts; ureines and their derivatives and salts thereof; carboxyimide-function compounds and imine-compounds; nitrile-function compounds; diazo-, azo- or azoxy-compounds; organic derivatives of hydrazine or of hydroxylamine; compounds with other nitrogen function","not for feed"
"3416","Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.; nucleic acids and their salts","not for feed"
"3417","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphonated, nitrated or nitrosated derivatives; aldehyde-function compounds; ketone-function compounds and quinone-function compounds; enzymes; prepared enzymes n.e.; organic compounds n.e.","not for feed"
"3418","Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) and their salts; and their halogenated, sulphonated, nitrated or nitrosated derivatives","not for feed"
"34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","not for feed"
"34120","Industrial monocarboxylic fatty acids; acid oils from refining/n","not for feed"
